Provider_Id,ProviderName,DBAName
54648,Cleveland County Telephone Company,Cleveland County Telephone Company
54650,"Planters Communications, LLC","Planters Communications, LLC"
54653,Diode Cable Company,DIODE COMMUNICATIONS
54658,"Communications 1 Network, Inc.",Communications 1 Network
54660,PST Digital LLC,PST Digital LLC
54661,"Communications 1 Network, Inc.",Communications 1 Network
54662,Sully Telephone Association Inc,Sully Telephone Association Inc
54668,"Centre TV, Inc.",Centre TV Cable
54672,Osage Municipal Communications Utility,Osage Municipal Utilities
54676,"Wheatland Electric Cooperative, Inc",Wheatland Broadband Services
54679,iWiSP llc,iWiSP llc
54680,Monster Broadband,Monster Broadband Inc.
54681,"Zayo Group, LLC",ZayoGroupLLC
54682,Whiz to Coho Inc.,Whiz to Coho Inc
54684,"CML Telephone Cooperative, Association of Meriden, Iowa",CML Telephone Cooperative Association
54685,Micronesian Telecomm. Corp,PTI Pacifica Inc.
54687,Spencer Municipal Utilities,Spencer Municipal Utilities
54688,Dunkerton Telephone Cooperative,Dunkerton Telephone Cooperative
54689,JC Mickelson Inc. DBA Nebonet.com,NeboNet.com
54692,ERIE COUNTY CABLEVISION INC  DBA =  THE CABLESYSTEM,Buckeye Cablesystem
54693,CynergyComm.net,CynergyComm
54694,"HNS License Sub, LLC",HughesNet
54696,"ATG Communications, LLC",ATG Communications
54697,"Millry Telephone Co., Inc.",Millry Telephone Company Inc.
54698,"DMEA Utilities Services, LLC",Elevate Fiber
54701,"South Central Utah Telephone Association, Inc.",South Central UT Telephone Assn
54703,"Hamilton County Communications, Inc.",Hamilton County Communications Inc
54704,NetSpeedMS,NETSPEEDMS
54705,Farmers Mutual Telephone Co,Farmers Mutual Telephone Company (Jesup)
54709,Scottsboro Electric Power Board,Scottsboro Electric Power Board
54710,Beresford  Municipal Telephone Co.,Beresford Municipal Telephone
54711,Hubbard Cooperative Telephone Association,Hubbard Cooperative Telephone Association
54713,River Valley Telephone Coop,River Valley Telecommunications Cooperative
54715,"Starcom, Inc.",Starnet
54716,Terril Telephone Cooperative,Terril Telephone Cooperative
54717,"Trumansburg  Telephone Company, Inc.",Trumansburg TelephoneCompany
54719,Coast Communications Co. Inc.,Coast Communications
54720,NebraskaLink Holdings LLC,"NebraskaLink Holdings, LLC"
54721,NebraskaLink LLC,"NebraskaLink Holdings, LLC"
54722,Hamilton Telephone Company,Hamilton Telephone Comapny
54722,Hamilton Telephone Company,Hamilton Telephone Company
54723,"Hamilton.net, Inc.",Hamilton.net Inc
54727,Faster Cajun LLC,Faster Cajun Networks
54729,Waverly Communications Utility,Waverly Utilities
54731,"Cable T.V. of Stanton, Inc.",Town and Country Technologies
54732,"Stanton Telecom, Inc.",Stanton Telecom Inc.
54733,"TrioTel Communications, Inc.","TrioTel Communications, Inc."
54733,"TrioTel Communications, Inc.","Triotel Communications, Inc."
54735,Fiber Communications of Columbus LLC dba Optic Communications,Optic Communications
54736,Indianola Municipal Utilities,Indianola Municipal Utilities
54737,"South Central Utah Telephone Association, Inc.",South Central Communications
54738,Reinbeck Telecommunications Utility,Reinbeck Telecommunications Utility
54739,Columbus Communications Services,Columbus Communications Services
54740,"SOUTHEAST NEBRASKA COMMUNICATIONS, INC.","SOUTHEAST NEBRASKA COMMUNICATIONS, INC"
54747,"Central Scott Telephone Company, Inc.","Central Scott Telephone Company, Inc."
54749,Coastline Wireless LLC,Coastline Wireless LLC
54764,Choice Providers,Choice Providers TX
54765,"Google Fiber Georgia, LLC","Google Fiber Georgia, LLC"
54766,"Google Fiber Alabama, LLC","Google Fiber Alabama, LLC"
54768,"Webpass, Inc.","Webpass, Inc."
54769,Danville Mutual Telephone Company,Danville Mutual Telephone Company
54770,Danville Mutual Telephone Company,Danville Mutual Telephone Company
54772,"Cairo, City of",City of Cairo
54773,"CAMILLA, CITY OF",City of Camilla
54774,City of Moultrie,City of Moultrie
54775,City of Thomasville Utilities,City of Thomasville
54777,La Harpe Communications Inc,New Wave Broadband
54778,"CNSP, Internet, dba NMSURF",CNSP Inc. dba NMSURF (Pajarito)
54778,"CNSP, Internet, dba NMSURF","CNSP, Inc. dba NMSURF(Bernalillo)"
54778,"CNSP, Internet, dba NMSURF","CNSP, Inc. dba NMSURF(Bernalillo50)"
54778,"CNSP, Internet, dba NMSURF","CNSP, Inc. dba NMSURF(LP)"
54778,"CNSP, Internet, dba NMSURF","CNSP, Inc. dba NMSURF(LP50)"
54778,"CNSP, Internet, dba NMSURF","CNSP, Inc. dba NMSURF(LaBajada)"
54778,"CNSP, Internet, dba NMSURF","CNSP, Inc. dba NMSURF(Rio Rancho)"
54778,"CNSP, Internet, dba NMSURF","CNSP, Inc. dba NMSURF(SanIDay)"
54778,"CNSP, Internet, dba NMSURF","CNSP, Inc. dba NMSURF(Santa Cruz)"
54778,"CNSP, Internet, dba NMSURF","CNSP, Inc., dba NMSURF (CP)"
54778,"CNSP, Internet, dba NMSURF","CNSP, Inc., dba NMSURF (Chamita)"
54778,"CNSP, Internet, dba NMSURF","CNSP, Inc., dba NMSURF (Encantado)"
54778,"CNSP, Internet, dba NMSURF","CNSP, Inc., dba NMSURF (Franklin)"
54778,"CNSP, Internet, dba NMSURF","CNSP, Inc., dba NMSURF (Hernandez)"
54778,"CNSP, Internet, dba NMSURF","CNSP, Inc., dba NMSURF (Main)"
54778,"CNSP, Internet, dba NMSURF","CNSP, Inc., dba NMSURF (Main100)"
54778,"CNSP, Internet, dba NMSURF","CNSP, Inc., dba NMSURF (MainGiga)"
54778,"CNSP, Internet, dba NMSURF","CNSP, Inc., dba NMSURF (Ortiz)"
54778,"CNSP, Internet, dba NMSURF","CNSP, Inc., dba NMSURF (PC)"
54778,"CNSP, Internet, dba NMSURF","CNSP, Inc., dba NMSURF (Pecos)"
54778,"CNSP, Internet, dba NMSURF","CNSP, Inc., dba NMSURF (RA)"
54778,"CNSP, Internet, dba NMSURF","CNSP, Inc., dba NMSURF (Rabbit)"
54778,"CNSP, Internet, dba NMSURF","CNSP, Inc., dba NMSURF (Sandia)"
54778,"CNSP, Internet, dba NMSURF","CNSP, Inc., dba NMSURF (Tesuque Peak)"
54778,"CNSP, Internet, dba NMSURF","CNSP, Inc., dba NMSURF (WGHOA)"
54778,"CNSP, Internet, dba NMSURF","CNSP, Inc., dba NMSURF(Eldorado)"
54778,"CNSP, Internet, dba NMSURF","CNSP, Inc., dba NMSURF(Pearl)"
54781,"Copper Valley Telephone, Inc.",Valley Telecom Group
54782,"Valley Telephone Cooperative, Inc.",Valley Telecom Group
54783,"Valley Connections, LLC",Valley Telecom Group
54784,Grundy Center Municipal Light & Power,Grundy Center Municipal Light & Power
54785,"Citizens Cablevision, Inc.","Citizens Cablevision, Inc."
54788,"Broadview Networks Holdings, Inc.","Broadview Networks Holdings, Inc."
54790,"Mashell Telecom, Inc. d/b/a Rainier Connect",RainierConnect
54791,Manchester-Hartland Telephone company,Manchester-Hartland Telephone Company
54792,Louisa Communications,Louisa Communications
54794,Keystone Farmers Cooperative Telephone Company,Keystone Farmers Cooperative Telephone Company
54796,"Powhatan Point Cable Co., Inc.",Powhatan Point Cable
54797,"Mutual Telephone Company of Morning Sun, Iowa",Mutual Telephone Company of Morning Sun
54798,"Reasnor Telephone Company, LLC","Reasnor Telephone Company, LLC"
54800,"Mashell Telecom, Inc. d/b/a Rainier Connect",RainierConnect
54803,"Precision Technology, Inc. dba Connecting Point",Airbits
54803,"Precision Technology, Inc. dba Connecting Point",Data CC
54804,CITIZENS TELEPHONE CORP,Citizens Telephone Corporation
54805,RTC Communications Corp,"RTC Communications, Corp"
54805,RTC Communications Corp,RTCC
54806,"MCC Network Services, LLC",MCC Networks
54807,DayStarr LLC dba DayStarr Communications,Daystarr Communications
54808,Nsight Telservices,Cellcom
54808,Nsight Telservices,Lakefield Telephone Company
54808,Nsight Telservices,Nsight
54808,Nsight Telservices,Nsight Telservices
54809,"Springville Cooperative Telephone Association, Inc.",Springville Cooperative Telephone Association
54812,"Rochester Telephone Company, Inc.",Rochester Telephone
54815,"Lonsdale Telephone Co., Inc.",Lonsdale Telephone Company
54819,"Southwestern Wireless, Inc",Southwestern Wireless Inc
54820,Gainesville Regional Utilities,GRUCom
54823,Smart City Telecommunications LLC,Smart City Telecom
54825,"Century Enterprises, Inc.","Century Enterprises, Inc."
54828,Cooperative Telephone Company,Cooperative Telephone Company
54830,Farmers & Merchants Mutual Telephone Company,Farmers & Merchants Mutual Telephone Company
54836,"McLeodUSA Telecommunications Services, L.L.C.","McLeodUSA Telecommunications Services ,LLC"
54836,"McLeodUSA Telecommunications Services, L.L.C.",McLeodUSA Telecommunications Services LLC
54836,"McLeodUSA Telecommunications Services, L.L.C.","McLeodUSA Telecommunications Services, LLC"
54836,"McLeodUSA Telecommunications Services, L.L.C.",PAETEC Business Services
54839,"Mid Century Telephone Cooperative, Inc.",Mid Century Communications
54841,Ridgewood Holdings LLC,NET 3 ISP
54841,Ridgewood Holdings LLC,Net 3 ISP
54842,"Arctic Slope Telephone Association Cooperative, Inc.",ASTAC
54842,"Arctic Slope Telephone Association Cooperative, Inc.","ASTAC Broadband, LLC"
54842,"Arctic Slope Telephone Association Cooperative, Inc.",ASTAC Internet
54842,"Arctic Slope Telephone Association Cooperative, Inc.",ASTAC Wireless
54842,"Arctic Slope Telephone Association Cooperative, Inc.",Arctic Slope Telephone
54842,"Arctic Slope Telephone Association Cooperative, Inc.",Arctic Slope Telephone Association Cooperative Inc
54845,Cosner-Neipp Corporation,Cosner-Neipp Coporation
54846,Goldfield Telephone Co Inc,Goldfield Telephone Company
54847,"MUTUAL COMMUNICATIONS SERVICES, INC.",Mutual Communications Services
54848,FARMERS MUTUAL COOP. TELE. COMPANY,Farmers Mutual Cooperative Telephone Company (Harlan)
54849,FARMERS MUTUAL COOP. TELE. COMPANY,Farmers Mutual Cooperative Telephone Company (Harlan)
54850,Readlyn Telephone Company,Readlyn Telephone Company
54851,Readlyn Telephone Company,Readlyn Telephone Company
54854,Alliance Communications,Alliance Communications
54855,"Windstream Norlight, LLC","Windstream Norlight, Inc."
54859,Goldfield Access Network,Goldfield Access Network
54860,"NuVox, Inc.","Windstream NuVox, Inc."
54861,Nsight Telservices,Bayland Telephone Company
54861,Nsight Telservices,Lakefield Telephone Company
54861,Nsight Telservices,Niagara Telephone Company
54861,Nsight Telservices,Northeast Telephone Company
54864,The Computer Works,The Computer Works
54866,Palmer Mutual Telephone Company,Palmer Mutual Telephone Company
54868,"Wheat State Telephone, Inc.",Wheat State Technologies
54869,"Lavaca Telephone Company, Inc.-AR",Lavaca Telephone Company Inc - AR
54870,"Wheat State Telephone, Inc.",Wheat State Technologies
54871,Miles Cooperative Telephone Association,Miles Cooperative Telephone Association
54872,"Radcliffe Telephone Company, Inc.",Radcliffe Telephone Company
54875,Kentucky RSA #3 Cellular General Partnership,Bluegrass Cellular Inc
54875,Kentucky RSA #3 Cellular General Partnership,Bluegrass Wireless LLC
54879,"King Street Wireless, L.P.",King Street L.P.
54880,"High Rapid Networks, LLC",High Rapid Networks
54881,Hawkeye Interconnect Company,Hawkey Interconnect Company
54882,Orange Business Services U.S. Inc,"Orange Business Services U.S., Inc."
54883,Hawkeye Telephone Company,Hawkeye Telephone Company
54884,"AST Telecom, LLC",Bluesky Communications
54887,"Arbuckle Communications, LLC","Arbuckle Communications, LLC"
54888,Mile High Networks,Mile High Networks
54891,"All West/Wyoming, Inc.",All West/Wyoming Inc.
54892,Fort Collins Connexion,Fort Collins Connexion
54894,City of Holyoke Gas & Electric Department,City of Holyoke Gas & Electric Department
54895,"PAETEC Communications, Inc.",PAETEC Communications Inc
54895,"PAETEC Communications, Inc.",PAETEC Communications LLC
54895,"PAETEC Communications, Inc.","PAETEC Communications of Virginia, LLC"
54895,"PAETEC Communications, Inc.","PAETEC Communications, Inc"
54895,"PAETEC Communications, Inc.","PAETEC Communications, LLC"
54900,Cavalier Telephone,Cavalier Telephone LLC
54900,Cavalier Telephone,"Cavalier Telephone Mid-Atlantic, LLC"
54900,Cavalier Telephone,PAETEC Business Services
54902,"Lavaca Telephone Company, Inc.-OK",Lavaca Telephone Company Inc - OK
54905,Northwestern Indiana Telephone Company,NITCO
54907,BlountBroadband LLC,Blount Broadband
54908,Holway Telephone Company,Holway Telephone Company
54910,"Benchmark Communications, LLC d/b/a Com One",Benchmark
54916,EPB Fiber Optics,EPB Fiber Optics
54917,"Dallas County Wireless, Inc.",Dallas County Wireless
54918,Minburn Telecommunications Inc.,Minburn Telecommunications
54919,Marne & Elk Horn Telephone Company,Marne Elk Horn
54921,FBN Indiana Inc.,NITCO
54924,Mountain Broadband Networks,Mountain Broadband Networks
54925,"Hargray Telephone Co., Inc.",Bluffton Tel. Co. Inc.
54925,"Hargray Telephone Co., Inc.",Hargray Tel. Co. Inc.
54925,"Hargray Telephone Co., Inc.","Hargray, Inc."
54926,"Three River Communications, LLC",THREE RIVER COMMUNICATIONS
54927,US LEC LLC,PAETEC Business Services
54927,US LEC LLC,US LEC Communications LLC
54927,US LEC LLC,"US LEC Communications, LLC"
54927,US LEC LLC,"US LEC of Alabama, LLC"
54927,US LEC LLC,"US LEC of Florida, LLC"
54927,US LEC LLC,"US LEC of Georgia, LLC"
54927,US LEC LLC,"US LEC of Maryland, LLC"
54927,US LEC LLC,"US LEC of North Carolina, LLC"
54927,US LEC LLC,"US LEC of Pennsylvania, LLC"
54927,US LEC LLC,"US LEC of South Carolina, LLC"
54927,US LEC LLC,"US LEC of Tennessee, LLC"
54927,US LEC LLC,"US LEC of Virginia, LLC"
54928,"Sierra Telephone Company, Inc.",Sierra Tel Internet
54929,TK Networks LLC,TK Networks LLC
54930,Midwest Data Center,Midwest Data Center
54931,Rock Port Telephone Company,Rock Port Telephone Company
54932,Van Buren Telephone Co Inc,Van Buren Telephone Company
54933,Dumont Telephone Company,Dumont Telephone Company
54934,Dumont Telephone Company,Dumont Telephone Company
54936,Reynolds Telephone Company,Reynolds Telephone Company
54937,Reynolds Telephone Company,Reynolds Telephone Company
54939,"Flint Cable TV, Inc.","Flint Cable TV, Inc."
54940,Eastern Band of Cherokee Indians C/O Cherokee Broadband Enterprise,Cherokee Broadband Enterprise
54941,Public Service Telephone Company,PublicServiceTelephone
54942,"TruVista Communications of Georgia, LLC","Truvista Communications of Georgia, LLC"
54944,"Fairfield Communications, Inc.",Camden Corporate Investments
54944,"Fairfield Communications, Inc.",Fairfield Communications Inc
54945,Chester Telephone Company,Chester Telephone Company
54948,"QualStar Communications, Inc.",QualStar Communications Inc.
54951,"Public Service Wireless, Inc.",Public Service Wireless Inc.
54952,Alhambra-Grantfork Telephone Company,Alhambra-Grantfork Telephone Company
54953,"SERVICE AREA 5 CABLE, LLC",i3Broadband
54954,templeton telephone co,templeton telephone co
54955,Minburn Telephone Company,Minburn Telephone Company
54956,HILLCOM INC,Hillcom Inc
54958,Cogent Communications Group,Cogent Communications
54959,"Allpoint NetworX, Inc.","Allpoint NetworX, Inc."
54960,Minburn Telephone Company-CLEC,Minburn Telephone Company CLEC
54961,"Home Telephone ILEC, LLC d/b/a Home Telecom",Home Telecom
54962,"Anza Electric Cooperative, Inc.",Anza Electric Cooperative
54970,"Direct Communications Rockland, Inc.",Direct Communications Rockland
54971,"Lightwave Communications, LLC","Lightwave Communications, LLC"
54975,"Cirrinity Innovations, LLC",Cirrinity Innovations
54976,Harrisonville Telephone Company,Harrisonville Telephone Company
54977,City of Hudson - Velocity Broadband,City of Hudson
54978,Rico Telephone Company,Rico Telephone
54980,"Star Telephone Company, Inc.",Star Telephone
54981,CITY OF ROCK FALLS,Rock Falls FiberNet
54983,Garden Valley Telephone Company,Garden Valley
54984,Atlantic Telephone Membership Corporation,Atlantic Telephone Membership Corporation
54985,"Anne Arundel Broadband, LLC",Anne Arundel Broadband
54986,"Atlantic Telecom Multimedia Consolidated, LLC","Atlantic Telecom Multimedia Consolidated, LLC"
54988,Corn Belt Telephone,Corn Belt Telephone
54989,Corn Belt Telephone,510 CBC
54991,"Doylestown Communications, Inc. d/b/a Doylestown Cable TV",Doylestown Cable TV
54991,"Doylestown Communications, Inc. d/b/a Doylestown Cable TV",Heritage Telephone Company
54991,"Doylestown Communications, Inc. d/b/a Doylestown Cable TV",Ohio.Net Internet Providers
54992,SWIFT Services LLC,SWIFT Services
54993,"Vitelcom Cellular, Inc. d/b/a Viya Wireless",Viya Wireless
54995,Magna5 RTC LLC dba Richmond Telephone Company,Richmond Telephone
54997,Crossville Telephone Company,CROSSVILLE COMMUNICATIONS
54998,Desert Winds Wireless,Desert Winds Wireless
54998,Desert Winds Wireless,Internet Xpress & Desert Winds Wireless
54999,HTC Technologies Co.,HTCTechnologiesCo
55000,"Western Communications, Inc.","Western Communications, Inc."
55001,Farmers Telephone Company-Essex,Farmers Telephone Company (Essex)
55002,"Arkwest Communications, Inc.","Arkwest Communications, Inc."
55004,Cable Co-op,CableCoop
55009,Partner Communications Cooperative,Partner Communications Cooperative
55010,GLASFORD TELEPHONE COMPANY,GLASFORD TEL CO
55011,Pixius Communications,Pixius Communications
55012,"All West/Utah, Inc.",All West/Utah Inc.
55013,Partner Communications Cooperative,Partner Communications Cooperative
55015,Ogden Telephone Company,Ogden Telephone Company
55016,Ogden Telephone Company,Ogden Telephone Company
55017,"Mon-Cre Telephone Cooperative, Inc.","Mon-Cre Telephone Cooperative, Inc."
